member,lead,trust,err
fengwu,72,1.0,117.2135402343145
gru,72,0.5,405.29748392068825
transformer,72,0.5,412.92733766350915
cliper,72,0.5,557.1753862035417
cons_aiwp,72,1.0,77.18947239852159
pangu,24,1.0,41.72545916270961
fengwu,24,1.0,63.750900625064766
gru,24,0.5,102.30500457052248
transformer,24,0.5,109.36044531482769
cliper,24,1.0,135.9899325189099
cons_aiwp,24,1.0,33.89246966907687
pangu,48,1.0,23.496316921965526
fengwu,48,1.0,35.26784878268008
gru,48,0.5,207.3887573617762
transformer,48,0.5,228.6914136133692
cliper,48,1.0,277.5935144906732
cons_aiwp,48,1.0,5.634257671276653
pangu,72,1.0,17.459537028441886
fengwu,72,1.0,91.96919028014575
gru,72,0.5,340.8228121385468
transformer,72,0.5,374.19275320913977
cliper,72,1.0,456.46859307465405
cons_aiwp,72,1.0,54.21198808796461
pangu,24,1.0,22.803587773811227
fengwu,24,1.0,50.290679975744865
gru,24,0.25,174.87503510031345
transformer,24,0.25,155.34585494695014
cliper,24,1.0,75.71937957603558
cons_aiwp,24,1.0,35.93761057720472
pangu,48,1.0,38.91822432559561
fengwu,48,1.0,29.736585861467272
gru,48,0.5,405.280970400842
transformer,48,0.5,350.1549804661028
cliper,48,1.0,253.99390694003264
cons_aiwp,48,1.0,16.235770798138006
pangu,72,1.0,107.02697298010983
fengwu,72,1.0,63.63544260459902
gru,72,0.75,700.5858971348274
transformer,72,0.75,574.4678222369909
cliper,72,1.0,498.1176239709402
cons_aiwp,72,1.0,75.93781832013197
pangu,24,1.0,21.09743812314052
fengwu,24,1.0,21.09743812314052
gru,24,0.5,79.53263466276896
transformer,24,0.5,55.6956208717205
cliper,24,1.0,158.83424969077723
cons_aiwp,24,1.0,21.09743812314052
pangu,48,1.0,9.994133560913832
fengwu,48,1.0,31.590859415627698
gru,48,0.5,122.16153092209487
transformer,48,0.5,68.5246357757018
cliper,48,1.0,166.00704979106268
cons_aiwp,48,1.0,13.492422778827752
pangu,72,1.0,50.037716990051145
fengwu,72,1.0,55.58276299766315
gru,72,0.5,335.89047913744645
transformer,72,0.5,299.4741528989264
cliper,72,1.0,84.91555784400751
cons_aiwp,72,1.0,51.36839131642507
pangu,24,1.0,26.367275844035817
fengwu,24,1.0,34.87876612111361
gru,24,0.5,249.70845475070092
transformer,24,0.5,247.48453697457896
cliper,24,0.5,326.9507016441828
cons_aiwp,24,1.0,17.44310125146243
pangu,48,1.0,33.739024631980264
fengwu,48,1.0,76.24008022174296
gru,48,0.5,413.681143424382
transformer,48,0.5,424.15924742502165
cliper,48,0.5,540.8991660858803
cons_aiwp,48,1.0,50.89199367787454
pangu,72,1.0,46.08099755977809
fengwu,72,1.0,97.69737548476441
gru,72,0.5,631.0687671748595
transformer,72,0.5,650.6857832231432
cliper,72,0.5,756.3401987863285
cons_aiwp,72,1.0,66.71695598673533
pangu,24,1.0,26.596303725874336
fengwu,24,1.0,26.596303725874336
gru,24,1.0,42.50813123210141
transformer,24,1.0,30.071604787738917
cliper,24,1.0,29.740075560753244
cons_aiwp,24,1.0,26.596303725874336
pangu,48,1.0,44.77694270507992
fengwu,48,1.0,72.4613855026178
gru,48,0.5,49.15797391842287
transformer,48,0.5,98.44656998229412
cliper,48,1.0,44.68343167668982
cons_aiwp,48,1.0,58.05184507938654
pangu,72,1.0,56.823787405911155
fengwu,72,1.0,137.24991953748832
gru,72,0.5,193.06814370531822
transformer,72,0.5,229.91571523898784
cliper,72,1.0,154.947637683926
cons_aiwp,72,1.0,80.72838969290228
pangu,24,1.0,9.994133560913832
fengwu,24,1.0,14.991199884312271
gru,24,0.5,22.67459149084019
transformer,24,0.5,43.13616931882528
cliper,24,0.5,66.11057174916685
cons_aiwp,24,1.0,1.9988267589883333
pangu,48,1.0,41.159588208905134
fengwu,48,1.0,5.559746332228298
gru,48,0.5,154.91175575029447
transformer,48,0.5,167.26083236925837
cliper,48,0.5,221.58713322060294
cons_aiwp,48,1.0,23.123623828126174
pangu,72,1.0,83.6593956050149
fengwu,72,1.0,71.49367260575546
gru,72,0.5,352.16627648230957
transformer,72,0.5,339.0584634594565
cliper,72,0.5,426.2514559403265
cons_aiwp,72,1.0,75.95928333090404
pangu,24,1.0,50.822874095684256
fengwu,24,1.0,50.822874095684256
gru,24,1.2,56.67744289543786
transformer,24,1.2,82.35298750591735
cliper,24,0.8,119.2783942040673
cons_aiwp,24,0.8,50.822874095684256
pangu,48,1.0,87.3973454643201
fengwu,48,1.0,100.07360379935285
gru,48,1.2,211.24823985363378
transformer,48,1.2,247.83726563162134
cliper,48,0.8,320.5587102248253
cons_aiwp,48,0.8,91.90605742072906
pangu,72,1.0,24.504290117159858
fengwu,72,1.0,558.8350690383409
gru,72,1.2,344.46881591137605
transformer,72,1.2,363.4779499734067
cliper,72,0.8,381.8807180599996
cons_aiwp,72,0.8,293.6766672545205
pangu,24,1.0,91.94896007060406
fengwu,24,1.0,19.16919826143945
gru,24,0.5,168.82622860622158
transformer,24,0.5,151.99660145134848
cliper,24,1.0,103.19693715786487
cons_aiwp,24,1.0,55.449866933055795
pangu,48,1.0,226.76554149724853
fengwu,48,1.0,433.0796062512641
gru,48,0.5,330.11451519025076
transformer,48,0.5,233.87862898517523
cliper,48,1.0,140.3781829508054
cons_aiwp,48,1.0,329.09493165785653
pangu,24,1.2,7.549514343268788
fengwu,24,1.2,7.549514343268788
gru,24,0.5,210.4911875969506
transformer,24,0.5,206.07493759424034
cliper,24,0.5,318.2139411372793
cons_aiwp,24,1.0,7.549514343268788
pangu,48,1.2,7.536426742090048
fengwu,48,1.2,21.09743812314052
gru,48,0.5,534.3189943832112
transformer,48,0.5,516.0049265700259
cliper,48,0.5,677.0657935632651
cons_aiwp,48,1.0,9.858061018188684
pangu,72,1.2,29.537078220628377
fengwu,72,1.2,57.591360764759486
gru,72,0.5,779.6938546394105
transformer,72,0.5,755.1240909064732
cliper,72,0.5,918.7694894942896
cons_aiwp,72,1.0,13.492422778827752
pangu,24,0.5,32.84511174385047
fengwu,24,0.5,24.772782480218016
gru,24,1.5,150.91702775017015
transformer,24,1.5,169.92137126118143
cliper,24,1.0,133.89977107995682
cons_aiwp,24,1.0,25.742298494954436
pangu,48,0.5,74.14197771602086
fengwu,48,0.5,86.74534513803845
gru,48,1.2,310.74256743290744
transformer,48,1.2,388.051540993765
cliper,48,1.0,294.94262026628945
cons_aiwp,48,1.0,80.1140433295003
pangu,24,1.0,122.66494549792122
fengwu,24,1.0,50.57139286133341
gru,24,0.5,109.49752173891898
transformer,24,0.5,133.37969237987267
cliper,24,0.5,54.137087569934074
cons_aiwp,24,1.0,82.60426302451992
pangu,24,1.2,43.69956777030542
fengwu,24,1.2,43.69956777030542
gru,24,0.8,191.0386944111686
transformer,24,0.8,163.19262914022408
cliper,24,1.0,188.6966319383612
cons_aiwp,24,1.0,43.69956777030542
pangu,24,1.0,58.09490472658801
fengwu,24,1.0,92.22575340933012
gru,24,0.5,52.65299275011129
transformer,24,0.5,34.89546742200797
cliper,24,0.5,35.08379741876846
cons_aiwp,24,1.0,71.21474063375832
pangu,48,1.0,64.85987279729862
fengwu,48,1.0,5.330794490556322
gru,48,0.5,179.71440741651844
transformer,48,0.5,135.047851293226
cliper,48,0.5,150.29511694336495
cons_aiwp,48,1.0,34.64729501696335
pangu,72,1.0,44.298432873195324
fengwu,72,1.0,39.27608525334938
gru,72,0.5,260.9315049349834
transformer,72,0.5,184.2952793196151
cliper,72,0.5,190.90868784315106
cons_aiwp,72,1.0,39.827928212540755
pangu,24,1.0,54.411878992256185
fengwu,24,1.0,62.88127227147338
gru,24,0.5,104.77565446067277
transformer,24,0.5,151.22626079494765
cliper,24,0.5,134.0064150801706
cons_aiwp,24,1.0,40.45268580161903
pangu,48,1.0,12.331875350481331
fengwu,48,1.0,36.097975360723225
gru,48,0.5,172.69525279666752
transformer,48,0.5,236.78533473636892
cliper,48,0.5,223.58179197973683
cons_aiwp,48,1.0,19.3300919872238
pangu,72,1.0,22.865053546156805
fengwu,72,1.0,54.370824114507585
gru,72,0.5,243.74423501308945
transformer,72,0.5,299.4500807141437
cliper,72,0.5,299.59888730620514
cons_aiwp,72,1.0,36.58471925856252
pangu,24,1.0,44.7969368155648
fengwu,24,1.0,65.45852551913313
gru,24,0.5,105.08389479033767
transformer,24,0.5,163.62350462636016
cliper,24,0.5,166.11256886907415
cons_aiwp,24,1.0,49.33457841295918
pangu,48,1.0,64.94499845306943
fengwu,48,1.0,144.39708462815247
gru,48,0.5,275.2159495164031
transformer,48,0.5,360.5220527397156
cliper,48,0.5,418.260929317124
cons_aiwp,48,1.0,105.10029229838294
pangu,72,1.0,42.36113649766268
fengwu,72,1.0,28.304592255998664
gru,72,0.5,405.75947889048894
transformer,72,0.5,519.267850399126
cliper,72,0.5,610.6902337511923
cons_aiwp,72,1.0,33.772477421965185
pangu,24,1.0,76.53772243737018
fengwu,24,1.0,17.51186857676635
gru,24,0.5,70.55029867178405
transformer,24,0.5,56.687228095567605
cliper,24,1.0,41.711023933683784
cons_aiwp,24,1.0,38.00352178375774
pangu,48,1.0,50.3194690050775
fengwu,48,1.0,30.76335018522809
gru,48,0.5,251.50682407835728
transformer,48,0.5,203.44316479388038
cliper,48,1.0,151.0645448622429
cons_aiwp,48,1.0,36.58471925856252
pangu,72,1.0,71.4277533361893
fengwu,72,1.0,63.16894909676073
gru,72,0.5,358.5127017938927
transformer,72,0.5,286.7661044538044
cliper,72,1.0,208.3220377659998
cons_aiwp,72,1.0,62.05936764782363
pangu,24,1.2,28.304592255998664
fengwu,24,1.0,35.02651594933513
gru,24,0.5,157.89245568078857
transformer,24,0.5,139.89377483540127
cliper,24,0.5,303.1038604442816
cons_aiwp,24,1.2,29.076166546737657
pangu,48,1.2,59.20105788933855
fengwu,48,1.0,119.43986521753
gru,48,0.5,201.66035520658048
transformer,48,0.5,156.05189633528795
cliper,48,0.5,399.71151272625553
cons_aiwp,48,1.2,86.14774688140876
pangu,72,1.2,11.82272499154926
fengwu,72,1.0,153.35123198734158
gru,72,0.5,254.54115326275863
transformer,72,0.5,207.58826976896356
cliper,72,0.5,421.8931536585098
cons_aiwp,72,1.2,82.14183985761606
pangu,24,1.0,33.777950157289055
fengwu,24,1.0,64.73155897099389
gru,24,1.25,40.71856654204045
transformer,24,1.25,63.931482529279215
cliper,24,1.0,43.93082940276599
cons_aiwp,24,1.0,47.46695170022728
pangu,48,1.0,71.90532383160989
fengwu,48,1.0,141.71190080058844
gru,48,1.25,53.623732123367795
transformer,48,1.25,100.79993200548297
cliper,48,1.0,77.04891998077854
cons_aiwp,48,1.0,104.2932608197938
pangu,72,1.0,112.77190987385522
fengwu,72,1.0,186.00347752391016
gru,72,1.25,51.79796330959642
transformer,72,1.25,101.0079008883392
cliper,72,1.0,139.06317623354735
cons_aiwp,72,1.0,148.26637711981266
pangu,24,1.0,49.72444894594737
fengwu,24,1.0,16.741851080229083
gru,24,0.5,25.6828000912662
transformer,24,0.5,7.854469262008486
cliper,24,0.5,67.51265101320512
cons_aiwp,24,1.0,22.616895729439527
pangu,48,1.0,5.172885638980274
fengwu,48,1.0,34.643480970011275
gru,48,0.5,82.81175345203184
transformer,48,0.5,81.1789219860827
cliper,48,0.5,35.3441241274339
cons_aiwp,48,1.0,15.700059303824133
pangu,72,1.0,7.524447793209569
fengwu,72,1.0,76.25089421632
gru,72,0.5,225.8092685434913
transformer,72,0.5,201.54015759690196
cliper,72,0.5,103.5575369128087
cons_aiwp,72,1.0,39.0292458340442
pangu,24,1.0,28.276740438300088
fengwu,24,1.0,20.69154123304691
gru,24,0.5,30.294513476309845
transformer,24,0.5,81.00764198492297
cliper,24,1.0,151.20376196601285
cons_aiwp,24,1.0,15.703658544168448
pangu,48,1.0,37.70701951647722
fengwu,48,1.0,33.740834780827804
gru,48,0.5,62.728916478219794
transformer,48,0.5,115.87538131964179
cliper,48,1.0,167.7479915892405
cons_aiwp,48,1.0,19.08055120730717
pangu,72,1.0,92.2379419510992
fengwu,72,1.0,34.362740710911346
gru,72,0.5,215.37722946530982
transformer,72,0.5,77.19008586805991
cliper,72,1.0,271.25159534417855
cons_aiwp,72,1.0,42.299832396394095
pangu,24,1.0,24.568535354338792
fengwu,24,0.75,36.93940171700131
gru,24,1.25,158.66831346989142
transformer,24,1.25,134.9503738567942
cliper,24,1.0,73.5698988141276
cons_aiwp,24,0.75,24.626875589587208
pangu,48,1.0,57.40355683258956
fengwu,48,0.75,57.40355683258956
gru,48,1.25,332.2480043772295
transformer,48,1.25,278.91288898182574
cliper,48,1.0,118.63416557062038
cons_aiwp,48,0.75,57.40355683258956
pangu,72,1.0,14.991199884312271
fengwu,72,0.75,89.94702653349876
gru,72,1.25,609.2901716707725
transformer,72,1.25,537.5360774894657
cliper,72,1.0,280.1078455184199
cons_aiwp,72,0.75,51.969461508711674
pangu,24,1.0,59.20105788933855
fengwu,24,1.0,59.20105788933855
gru,24,0.5,131.19965911043533
transformer,24,0.5,116.00925424270646
cliper,24,0.5,107.48245137973852
cons_aiwp,24,1.0,59.20105788933855
pangu,48,1.0,88.86205978155766
fengwu,48,1.0,119.43307722874636
gru,48,0.5,232.2367931867862
transformer,48,0.5,215.4365417851281
cliper,48,0.5,158.47155924423606
cons_aiwp,48,1.0,104.15039942683462
pangu,72,1.0,90.62102262312914
fengwu,72,1.0,148.6730131776693
gru,72,0.5,364.7555969182283
transformer,72,0.5,356.83082923317045
cliper,72,0.5,236.03477244445543
cons_aiwp,72,1.0,119.89605801717349
pangu,24,1.0,12.241490909811215
fengwu,24,1.0,34.9790127812404
gru,24,0.5,62.75990664101699
transformer,24,0.5,49.812513006999744
cliper,24,1.0,24.182795048690725
cons_aiwp,24,1.0,18.5725901075468
pangu,48,1.0,14.991199884312271
fengwu,48,1.0,68.42775328199232
gru,48,0.5,215.4446346146546
transformer,48,0.5,182.81521448847144
cliper,48,1.0,124.02765945155038
cons_aiwp,48,1.0,39.42306634943317
pangu,72,1.0,38.918224325595965
fengwu,72,1.0,81.93098311218428
gru,72,0.5,456.2769701237318
transformer,72,0.5,398.5497876633429
cliper,72,1.0,390.1881044465112
cons_aiwp,72,1.0,58.43665169152002
pangu,24,1.0,30.111165168943064
fengwu,24,1.0,21.02891529259512
gru,24,0.5,116.23414498317229
transformer,24,0.5,94.19766552180648
cliper,24,0.5,82.7886637318845
cons_aiwp,24,1.0,22.155259013702427
pangu,48,1.0,34.362740710911346
fengwu,48,1.0,65.31743212530166
gru,48,0.5,220.96559149990463
transformer,48,0.5,196.14823318474612
cliper,48,0.5,235.04125939161378
cons_aiwp,48,1.0,44.16809318928447
pangu,72,1.0,31.948112202243273
fengwu,72,1.0,90.27897456194873
gru,72,0.5,705.204604680038
transformer,72,0.5,714.4203498431948
cliper,72,0.5,829.3329292071165
cons_aiwp,72,1.0,51.23109519515465
pangu,24,1.0,14.991199884312271
fengwu,24,1.0,39.97651961765846
gru,24,0.5,2.438180017904116
transformer,24,0.5,23.085371369890478
cliper,24,0.5,43.48545108381383
cons_aiwp,24,0.5,27.983569301950958
pangu,48,1.0,38.918224325595965
fengwu,48,1.0,26.3062563543181
gru,48,0.5,156.40804610440702
transformer,48,0.5,222.50899374497584
cliper,48,0.5,281.09905428594834
cons_aiwp,48,0.5,27.004105822640184
pangu,72,1.0,206.2197849745948
fengwu,72,1.0,76.12052755271465
gru,72,0.5,1156.6221789603032
transformer,72,0.5,1273.3978953939109
cliper,72,0.5,1384.4732091575052
cons_aiwp,72,0.5,65.23261291191056
pangu,24,1.0,31.948112202243273
fengwu,24,1.0,50.037716990051855
gru,24,0.5,250.856263978637
transformer,24,0.5,283.17199478373874
cliper,24,0.5,347.46223165410595
cons_aiwp,24,1.0,37.24441983246656
pangu,48,1.0,26.934530194255867
fengwu,48,1.0,40.785820666178815
gru,48,0.5,865.3179283675229
transformer,48,0.5,998.8157174226911
cliper,48,0.5,1251.4982014286895
cons_aiwp,48,1.0,32.94945943402357
pangu,72,1.0,164.6590026479719
fengwu,72,1.0,136.62781150145113
gru,72,0.5,1128.5315396739547
transformer,72,0.5,1276.3024911827918
cliper,72,0.5,1598.5904001062686
cons_aiwp,72,1.0,126.14888349644374
pangu,24,1.0,14.936239206087302
fengwu,24,1.0,31.581438702978087
gru,24,0.5,675.9054364754714
transformer,24,0.5,664.1699140479359
cliper,24,1.0,734.2135947754871
cons_aiwp,24,1.0,20.046706118125552
pangu,48,1.0,83.39619498341811
fengwu,48,1.0,119.03522824579451
gru,48,0.5,1128.5635712452856
transformer,48,0.5,1109.8244082861295
cliper,48,1.0,1113.2090618965765
cons_aiwp,48,1.0,86.66997600901865
pangu,24,1.0,122.88497523586399
fengwu,24,1.0,136.62781150145113
gru,24,0.5,101.42101447773645
transformer,24,0.5,92.26043147261721
cliper,24,1.0,290.9025230771712
cons_aiwp,24,1.0,129.39917032226342
pangu,48,1.0,108.72188710691704
fengwu,48,1.0,31.150524018772558
gru,48,0.5,549.7419013676995
transformer,48,0.5,712.3071111978064
cliper,48,1.0,952.1946387680074
cons_aiwp,48,1.0,69.68520096374937
pangu,72,1.0,172.95168830378637
fengwu,72,1.0,86.18835312965021
gru,72,0.5,834.6613621562877
transformer,72,0.5,1043.8594564887142
cliper,72,1.0,1352.9536871105868
cons_aiwp,72,1.0,128.79954052067012
pangu,24,1.25,90.48280033876776
fengwu,24,1.0,33.612175389182575
gru,24,0.5,521.3891582397093
transformer,24,1.0,485.4227132600721
cliper,24,0.5,691.7260729775114
cons_aiwp,24,1.25,61.513172139224245
pangu,48,1.25,90.49031569996264
fengwu,48,1.0,51.595830811238564
gru,48,0.5,757.7826506463823
transformer,48,1.0,793.5986564136697
cliper,48,0.5,885.2396080496694
cons_aiwp,48,1.25,70.09157393088361
pangu,72,1.25,108.5285518787969
fengwu,72,1.0,31.581438702978087
gru,72,0.5,1482.802857872543
transformer,72,1.0,1556.9044245211933
cliper,72,0.5,1580.3017154099266
cons_aiwp,72,1.25,66.08020453329162
pangu,24,1.0,16.213727844439944
fengwu,24,1.0,16.213727844439944
gru,24,1.0,851.6294219569758
transformer,24,1.0,893.6860863361632
cliper,24,1.0,850.6738294773629
cons_aiwp,24,1.0,16.213727844439944
pangu,48,1.2,171.97287292622957
fengwu,48,1.2,235.2738949841043
gru,48,0.7,1306.0682925411684
transformer,48,0.7,1496.997074373614
cliper,48,0.7,1320.6999060482576
cons_aiwp,48,1.2,193.671496557619
pangu,72,1.4,131.12113200233864
fengwu,72,1.4,139.6814026208245
gru,72,0.5,1891.4642665289832
transformer,72,0.5,2193.9221259280157
cliper,72,0.5,2048.41780722737
cons_aiwp,72,1.4,131.30745483923232
pangu,24,1.0,39.271699549814876
fengwu,24,1.0,14.72689299589176
gru,24,0.5,72.9452295803176
transformer,24,0.5,100.95649376051489
cliper,24,0.5,103.41598208705634
cons_aiwp,24,1.0,27.49019596014166
pangu,48,1.0,119.76552870544707
fengwu,48,1.0,67.83726096124373
gru,48,0.5,520.1049825576355
transformer,48,0.5,629.6785605624632
cliper,48,0.5,596.3681119127299
cons_aiwp,48,1.0,81.28442573135042
pangu,72,1.0,86.52229706005303
fengwu,72,1.0,26.934530194255867
gru,72,0.5,1356.5255633144227
transformer,72,0.5,1565.7587311551795
cliper,72,0.5,1622.8539526890313
cons_aiwp,72,1.0,30.39413795104639
pangu,24,0.8,11.119492664455889
fengwu,24,0.8,26.3062563543181
gru,24,1.0,125.85286047994661
transformer,24,1.0,151.78912944491762
cliper,24,1.0,142.03086787646623
cons_aiwp,24,1.0,15.956095739551447
pangu,48,0.8,252.50574382647784
fengwu,48,0.8,61.63073687295212
gru,48,1.0,972.9249408705558
transformer,48,1.0,1095.0829384940766
cliper,48,1.0,1129.141141664111
cons_aiwp,48,1.0,105.2746417790431
pangu,72,0.8,131.06915352136267
fengwu,72,0.8,117.206501992852
gru,72,1.0,1087.0598968783409
transformer,72,1.0,1240.1151404754662
cliper,72,1.0,1402.1874705465077
cons_aiwp,72,1.0,120.28350559860442
pangu,24,1.0,14.10891445049641
fengwu,24,1.0,31.197824037477645
gru,24,1.0,423.5778977679967
transformer,24,1.0,352.2988842466521
cliper,24,1.0,568.1261999696939
cons_aiwp,24,1.0,19.437464939757177
pangu,48,1.0,86.18835312965021
fengwu,48,1.0,25.485317255319934
gru,48,1.0,677.6154444255832
transformer,48,1.0,528.5109657472232
cliper,48,1.0,1024.8382148835847
cons_aiwp,48,1.0,51.549451874420924
pangu,24,1.0,360.3071068399913
fengwu,24,1.2,33.44109425535266
gru,24,0.25,125.07505765315824
transformer,24,0.25,670.5960529682596
cliper,24,0.25,1208.68064721769
cons_aiwp,24,1.2,176.16628287921716
pangu,48,1.0,111.43222799648284
fengwu,48,1.2,31.581438702978087
gru,48,0.25,731.7630736029674
transformer,48,0.25,772.5405844755433
cliper,48,0.25,1849.7015946835072
cons_aiwp,48,1.2,52.600458144554786
pangu,72,1.0,92.196216326165
fengwu,72,1.2,76.55598288609195
gru,72,0.25,1230.8035741097929
transformer,72,0.25,1125.6176061166304
cliper,72,0.25,2479.187660190477
cons_aiwp,72,1.2,69.22838679237285
pangu,24,1.0,60.08686623764966
fengwu,24,1.0,60.08686623764966
gru,24,0.5,123.05590335731729
transformer,24,0.5,129.97975880735675
cliper,24,0.5,206.1906292333952
cons_aiwp,24,1.0,60.08686623764966
pangu,24,1.2,50.31293491897169
fengwu,24,1.2,50.31293491897169
gru,24,0.5,55.93185326946974
transformer,24,0.5,103.80399246643844
cliper,24,0.5,155.92490114347575
cons_aiwp,24,1.2,50.31293491897169
pangu,24,1.0,4.227664221667462
fengwu,24,1.2,4.227664221667462
gru,24,0.5,86.34319436720024
transformer,24,0.5,178.05055470186366
cliper,24,0.5,337.50588293716135
cons_aiwp,24,1.2,4.227664221667462
pangu,48,1.0,99.3895141277865
fengwu,48,1.2,35.8313406551677
gru,48,0.5,635.7380761959485
transformer,48,0.5,781.7215438519903
cliper,48,0.5,1125.1545955088682
cons_aiwp,48,1.2,65.0679898191187
pangu,72,1.0,246.3246459549192
fengwu,72,1.2,82.32331588431242
gru,72,0.5,1286.3782361654337
transformer,72,0.5,1416.3184783420645
cliper,72,0.5,1885.443804144745
cons_aiwp,72,1.2,154.35410633945358
pangu,24,1.0,25.884831624488747
fengwu,24,1.0,25.884831624488747
gru,24,0.5,104.53995162533342
transformer,24,0.5,107.61909262026902
cliper,24,1.0,181.22367161156234
cons_aiwp,24,1.0,25.884831624488747
pangu,48,1.0,28.11955049272115
fengwu,48,1.0,105.38426213831616
gru,48,0.5,227.93243191291805
transformer,48,0.5,111.90511967043606
cliper,48,1.0,515.9444596307529
cons_aiwp,48,1.0,56.45102813801681
pangu,72,1.0,78.813986198513
fengwu,72,1.0,153.03548231168438
gru,72,0.5,935.2226543170858
transformer,72,0.5,739.0373116001772
cliper,72,1.0,1280.7296270585844
cons_aiwp,72,1.0,114.18953522738647
pangu,24,1.0,439.8175185747191
fengwu,24,1.0,1078.8897434870134
gru,24,0.5,248.30126170419408
transformer,24,0.5,223.43753160191773
cliper,24,1.0,240.65988461593741
cons_aiwp,24,1.0,749.0348435042914
pangu,24,1.0,49.13744233435642
fengwu,24,1.0,64.4911498133341
gru,24,0.5,166.79487847020096
transformer,24,0.5,236.78599429877423
cliper,24,0.5,216.18166337168822
cons_aiwp,24,1.0,56.6312438958049
pangu,48,1.0,111.997073593901
fengwu,48,1.0,254.51268309538818
gru,48,0.5,405.70134046433674
transformer,48,0.5,513.5567473220755
cliper,48,0.5,525.4030579917386
cons_aiwp,48,1.0,177.62243328829442
pangu,72,1.0,175.66687985913933
fengwu,72,1.0,429.9163603175181
gru,72,0.5,1068.1255907342888
transformer,72,0.5,1159.4274793008442
cliper,72,0.5,1276.2730060646732
cons_aiwp,72,1.0,288.8381281403478
pangu,24,1.0,23.7304375713997
fengwu,24,1.0,45.04966237223094
gru,24,0.25,325.601212159521
transformer,24,1.0,244.53217120852128
cliper,24,0.25,161.42099268881788
cons_aiwp,24,1.0,31.913827628498762
pangu,48,1.0,70.9485769935266
fengwu,48,1.0,30.772445920413222
gru,48,0.25,1147.9655468330755
transformer,48,1.0,933.6403983013515
cliper,48,0.25,839.2341101445904
cons_aiwp,48,1.0,50.258563242999344
pangu,72,1.0,20.663415930334658
fengwu,72,1.0,63.29993218104923
gru,72,0.25,2042.737051294609
transformer,72,1.0,1716.5017404061027
cliper,72,0.25,1667.4764945747374
cons_aiwp,72,1.0,39.28261707397338
pangu,24,1.0,17.227110009007596
fengwu,24,1.0,23.987867614102928
gru,24,0.25,339.82948648872934
transformer,24,1.0,275.7027244910543
cliper,24,0.25,459.0614082329433
cons_aiwp,24,1.0,18.048610870645437
pangu,48,1.0,126.75683342028314
fengwu,48,1.0,61.963406973019424
gru,48,0.25,970.7265960239106
transformer,48,1.0,873.7303854354303
cliper,48,0.25,1158.686717581159
cons_aiwp,48,1.0,94.70350724855416
pangu,72,1.0,96.11588508273914
fengwu,72,1.0,82.54145921474883
gru,72,0.25,1600.6179027417572
transformer,72,1.0,1450.1662729146033
cliper,72,0.25,1877.6462492215107
cons_aiwp,72,1.0,85.16426161109936
pangu,24,1.0,89.90587851431967
fengwu,24,0.8,14.233732430046807
gru,24,0.5,294.72240957051355
transformer,24,0.5,285.3506818579495
cliper,24,1.2,419.0026752150765
cons_aiwp,24,0.8,48.496152826921325
pangu,48,1.0,104.55771798091749
fengwu,48,0.8,23.961406427120945
gru,48,0.5,921.0229997362699
transformer,48,0.5,869.585824218318
cliper,48,1.2,960.2627863560939
cons_aiwp,48,0.8,62.478733912171684
pangu,72,1.0,178.38069840931283
fengwu,72,0.8,68.61082528892199
gru,72,0.5,1405.4893659796085
transformer,72,0.5,1222.6721101288902
cliper,72,1.2,1435.3014942071406
cons_aiwp,72,0.8,114.33770179600958
pangu,24,1.0,34.183968782705975
fengwu,24,1.0,7.0496918072727945
gru,24,0.5,161.97472398374697
transformer,24,0.5,164.20986655340027
cliper,24,0.5,161.16950660009837
cons_aiwp,24,1.0,17.949148759563823
pangu,48,1.0,35.3693366496502
fengwu,48,1.0,59.78458676066009
gru,48,0.5,536.4151794528229
transformer,48,0.5,468.76503534265714
cliper,48,0.5,587.0100071632844
cons_aiwp,48,1.0,13.343391197346925
pangu,24,0.5,47.78828153399876
fengwu,24,0.5,17.240098724911242
gru,24,1.0,226.45107920739937
transformer,24,1.0,184.66548997321783
cliper,24,1.0,208.1495264732316
cons_aiwp,24,1.0,31.908471858053968
pangu,48,0.5,51.379800296780616
fengwu,48,0.5,33.639874052104325
gru,48,1.0,546.3101583258626
transformer,48,1.0,554.1465789841957
cliper,48,1.0,439.67267468019367
cons_aiwp,48,1.0,37.60900287621164
pangu,72,0.5,35.41555676677651
fengwu,72,0.5,1314.493986722139
gru,72,1.0,740.4413866034452
transformer,72,1.0,788.8102675551318
cliper,72,1.0,628.8194972152477
cons_aiwp,72,1.0,672.9069790464339
pangu,24,0.5,107.37458944850249
fengwu,24,1.0,44.686158648710695
gru,24,1.5,351.2185688914281
transformer,24,1.5,350.3393340656134
cliper,24,1.0,312.0051381372066
cons_aiwp,24,0.5,74.31001661598623
pangu,48,0.5,53.978407096893655
fengwu,48,1.0,53.978407096893655
gru,48,1.5,390.8271981465083
transformer,48,1.5,489.87155356883284
cliper,48,1.0,475.3201690629259
cons_aiwp,48,0.5,53.978407096893655
pangu,72,0.5,50.23446309962118
fengwu,72,1.0,2724.118481173188
gru,72,1.5,662.2393759240283
transformer,72,1.5,845.6063163303504
cliper,72,1.0,986.4524836663098
cons_aiwp,72,0.5,1382.4603560980993
pangu,24,1.0,35.3693366496502
fengwu,24,0.5,21.90569289894817
gru,24,1.5,254.09583144633916
transformer,24,1.5,300.909369212303
cliper,24,1.0,203.8087703059023
